,state,article_title,url,article_quality,revision_id
42,Alabama,"Birmingham, Alabama","https://en.wikipedia.org/wiki/Birmingham,_Alabama",B,1179414429
43,Alabama,"Black, Alabama","https://en.wikipedia.org/wiki/Black,_Alabama",Start,1166015772
44,Alabama,"Blountsville, Alabama","https://en.wikipedia.org/wiki/Blountsville,_Alabama",GA,1105978061
45,Alabama,"Blue Springs, Alabama","https://en.wikipedia.org/wiki/Blue_Springs,_Alabama",Start,1166015902
46,Alabama,"Boaz, Alabama","https://en.wikipedia.org/wiki/Boaz,_Alabama",GA,1177138566
47,Alabama,"Boligee, Alabama","https://en.wikipedia.org/wiki/Boligee,_Alabama",C,1166015957
48,Alabama,"Bon Air, Alabama","https://en.wikipedia.org/wiki/Bon_Air,_Alabama",C,1166015981
49,Alabama,"Brantley, Alabama","https://en.wikipedia.org/wiki/Brantley,_Alabama",C,1165814013
50,Alabama,"Brent, Alabama","https://en.wikipedia.org/wiki/Brent,_Alabama",GA,1172245542
51,Alabama,"Brewton, Alabama","https://en.wikipedia.org/wiki/Brewton,_Alabama",GA,1162427481
52,Alabama,"Bridgeport, Alabama","https://en.wikipedia.org/wiki/Bridgeport,_Alabama",GA,1165537046
53,Alabama,"Brighton, Alabama","https://en.wikipedia.org/wiki/Brighton,_Alabama",C,1177621572
54,Alabama,"Brilliant, Alabama","https://en.wikipedia.org/wiki/Brilliant,_Alabama",GA,1166016323
55,Alabama,"Brookside, Alabama","https://en.wikipedia.org/wiki/Brookside,_Alabama",C,1170769013
56,Alabama,"Brookwood, Alabama","https://en.wikipedia.org/wiki/Brookwood,_Alabama",C,1178216914
57,Alabama,"Brundidge, Alabama","https://en.wikipedia.org/wiki/Brundidge,_Alabama",C,1165537457
58,Alabama,"Butler, Alabama","https://en.wikipedia.org/wiki/Butler,_Alabama",C,1144752979
59,Alabama,"Calera, Alabama","https://en.wikipedia.org/wiki/Calera,_Alabama",C,1165537934
60,Alabama,"Camden, Alabama","https://en.wikipedia.org/wiki/Camden,_Alabama",GA,1176316224
61,Alabama,"Camp Hill, Alabama","https://en.wikipedia.org/wiki/Camp_Hill,_Alabama",C,1166017104
62,Alabama,"Carbon Hill, Alabama","https://en.wikipedia.org/wiki/Carbon_Hill,_Alabama",C,1175376595
63,Alabama,"Cardiff, Alabama","https://en.wikipedia.org/wiki/Cardiff,_Alabama",Start,1166017260
64,Alabama,"Carolina, Alabama","https://en.wikipedia.org/wiki/Carolina,_Alabama",Start,1166017310
65,Alabama,"Carrollton, Alabama","https://en.wikipedia.org/wiki/Carrollton,_Alabama",C,1096812581
66,Alabama,"Castleberry, Alabama","https://en.wikipedia.org/wiki/Castleberry,_Alabama",Start,1166017442
67,Alabama,"Cedar Bluff, Alabama","https://en.wikipedia.org/wiki/Cedar_Bluff,_Alabama",C,1177836881
68,Alabama,"Center Point, Alabama","https://en.wikipedia.org/wiki/Center_Point,_Alabama",C,1174837569
69,Alabama,"Centre, Alabama","https://en.wikipedia.org/wiki/Centre,_Alabama",C,1164314017
70,Alabama,"Centreville, Alabama","https://en.wikipedia.org/wiki/Centreville,_Alabama",C,1172134285
71,Alabama,"Chatom, Alabama","https://en.wikipedia.org/wiki/Chatom,_Alabama",C,1159488446
72,Alabama,"Chelsea, Alabama","https://en.wikipedia.org/wiki/Chelsea,_Alabama",C,1165539092
73,Alabama,"Cherokee, Alabama","https://en.wikipedia.org/wiki/Cherokee,_Alabama",C,1166017755
74,Alabama,"Chickasaw, Alabama","https://en.wikipedia.org/wiki/Chickasaw,_Alabama",C,1165539195
75,Alabama,"Childersburg, Alabama","https://en.wikipedia.org/wiki/Childersburg,_Alabama",GA,1165539227
76,Alabama,"Citronelle, Alabama","https://en.wikipedia.org/wiki/Citronelle,_Alabama",C,1165539457
77,Alabama,"Clanton, Alabama","https://en.wikipedia.org/wiki/Clanton,_Alabama",GA,1158612343
78,Alabama,"Clay, Alabama","https://en.wikipedia.org/wiki/Clay,_Alabama",C,1177621993
79,Alabama,"Clayhatchee, Alabama","https://en.wikipedia.org/wiki/Clayhatchee,_Alabama",Start,1166018079
80,Alabama,"Clayton, Alabama","https://en.wikipedia.org/wiki/Clayton,_Alabama",C,1155236230
81,Alabama,"Cleveland, Alabama","https://en.wikipedia.org/wiki/Cleveland,_Alabama",C,1168466910
82,Alabama,"Clio, Alabama","https://en.wikipedia.org/wiki/Clio,_Alabama",Start,1165644511
83,Alabama,"Coaling, Alabama","https://en.wikipedia.org/wiki/Coaling,_Alabama",C,1166018304
84,Alabama,"Coffee Springs, Alabama","https://en.wikipedia.org/wiki/Coffee_Springs,_Alabama",Start,1166018326
85,Alabama,"Coffeeville, Alabama","https://en.wikipedia.org/wiki/Coffeeville,_Alabama",C,1166029689
86,Alabama,"Coker, Alabama","https://en.wikipedia.org/wiki/Coker,_Alabama",Start,1166018360
87,Alabama,"Collinsville, Alabama","https://en.wikipedia.org/wiki/Collinsville,_Alabama",C,1177947751
88,Alabama,"Colony, Alabama","https://en.wikipedia.org/wiki/Colony,_Alabama",GA,1166018463
89,Alabama,"Columbia, Alabama","https://en.wikipedia.org/wiki/Columbia,_Alabama",C,1166018475
90,Alabama,"Columbiana, Alabama","https://en.wikipedia.org/wiki/Columbiana,_Alabama",C,1151357569
91,Alabama,"Coosada, Alabama","https://en.wikipedia.org/wiki/Coosada,_Alabama",C,1172561590
92,Alabama,"Cordova, Alabama","https://en.wikipedia.org/wiki/Cordova,_Alabama",GA,1165645181
93,Alabama,"Cottonwood, Alabama","https://en.wikipedia.org/wiki/Cottonwood,_Alabama",C,1096812941
94,Alabama,"County Line, Alabama","https://en.wikipedia.org/wiki/County_Line,_Alabama",Start,1166018950
95,Alabama,"Courtland, Alabama","https://en.wikipedia.org/wiki/Courtland,_Alabama",GA,1157580326
96,Alabama,"Cowarts, Alabama","https://en.wikipedia.org/wiki/Cowarts,_Alabama",C,1166019003
97,Alabama,"Creola, Alabama","https://en.wikipedia.org/wiki/Creola,_Alabama",GA,1139764613
98,Alabama,"Crossville, Alabama","https://en.wikipedia.org/wiki/Crossville,_Alabama",C,1166066155
99,Alabama,"Cuba, Alabama","https://en.wikipedia.org/wiki/Cuba,_Alabama",C,1175879685
100,Alabama,"Cullman, Alabama","https://en.wikipedia.org/wiki/Cullman,_Alabama",B,1177009324
101,Alabama,"Cusseta, Alabama","https://en.wikipedia.org/wiki/Cusseta,_Alabama",Start,1172824345
102,Alabama,"Dadeville, Alabama","https://en.wikipedia.org/wiki/Dadeville,_Alabama",C,1158607851
103,Alabama,"Daleville, Alabama","https://en.wikipedia.org/wiki/Daleville,_Alabama",GA,1154496305
104,Alabama,"Daphne, Alabama","https://en.wikipedia.org/wiki/Daphne,_Alabama",FA,1165646156
105,Alabama,"Dauphin Island, Alabama","https://en.wikipedia.org/wiki/Dauphin_Island,_Alabama",B,1174226588
106,Alabama,"Daviston, Alabama","https://en.wikipedia.org/wiki/Daviston,_Alabama",C,1166066473
107,Alabama,"Dayton, Alabama","https://en.wikipedia.org/wiki/Dayton,_Alabama",C,1166066487
108,Alabama,"Deatsville, Alabama","https://en.wikipedia.org/wiki/Deatsville,_Alabama",C,1166066515
109,Alabama,"Decatur, Alabama","https://en.wikipedia.org/wiki/Decatur,_Alabama",C,1178063438
110,Alabama,"Demopolis, Alabama","https://en.wikipedia.org/wiki/Demopolis,_Alabama",B,1161394946
111,Alabama,"Detroit, Alabama","https://en.wikipedia.org/wiki/Detroit,_Alabama",Start,1166066756
112,Alabama,"Dodge City, Alabama","https://en.wikipedia.org/wiki/Dodge_City,_Alabama",Start,1166066982
113,Alabama,"Dora, Alabama","https://en.wikipedia.org/wiki/Dora,_Alabama",C,1165647022
114,Alabama,"Dothan, Alabama","https://en.wikipedia.org/wiki/Dothan,_Alabama",B,1179231968
115,Alabama,"Double Springs, Alabama","https://en.wikipedia.org/wiki/Double_Springs,_Alabama",C,1159024876
116,Alabama,"Douglas, Alabama","https://en.wikipedia.org/wiki/Douglas,_Alabama",GA,1166067023
117,Alabama,"Dozier, Alabama","https://en.wikipedia.org/wiki/Dozier,_Alabama",Start,1096813187
118,Alabama,"Dutton, Alabama","https://en.wikipedia.org/wiki/Dutton,_Alabama",C,1166067175
119,Alabama,"East Brewton, Alabama","https://en.wikipedia.org/wiki/East_Brewton,_Alabama",C,1165647609
120,Alabama,"Eclectic, Alabama","https://en.wikipedia.org/wiki/Eclectic,_Alabama",C,1145048302
121,Alabama,"Edwardsville, Alabama","https://en.wikipedia.org/wiki/Edwardsville,_Alabama",C,1166067508
122,Alabama,"Elba, Alabama","https://en.wikipedia.org/wiki/Elba,_Alabama",C,1163400900
123,Alabama,"Elberta, Alabama","https://en.wikipedia.org/wiki/Elberta,_Alabama",C,1175895043
124,Alabama,"Eldridge, Alabama","https://en.wikipedia.org/wiki/Eldridge,_Alabama",Start,1178177223
125,Alabama,"Elkmont, Alabama","https://en.wikipedia.org/wiki/Elkmont,_Alabama",C,1176555126
126,Alabama,"Elmore, Alabama","https://en.wikipedia.org/wiki/Elmore,_Alabama",C,1166067658
127,Alabama,"Emelle, Alabama","https://en.wikipedia.org/wiki/Emelle,_Alabama",C,1158753175
128,Alabama,"Enterprise, Alabama","https://en.wikipedia.org/wiki/Enterprise,_Alabama",C,1160273773
129,Alabama,"Epes, Alabama","https://en.wikipedia.org/wiki/Epes,_Alabama",C,1166067751
130,Alabama,"Ethelsville, Alabama","https://en.wikipedia.org/wiki/Ethelsville,_Alabama",Start,1166067848
131,Alabama,"Eufaula, Alabama","https://en.wikipedia.org/wiki/Eufaula,_Alabama",GA,1160493671
132,Alabama,"Eutaw, Alabama","https://en.wikipedia.org/wiki/Eutaw,_Alabama",C,1158611853
133,Alabama,"Eva, Alabama","https://en.wikipedia.org/wiki/Eva,_Alabama",GA,1166067877
134,Alabama,"Evergreen, Conecuh County, Alabama","https://en.wikipedia.org/wiki/Evergreen,_Conecuh_County,_Alabama",C,1158611789
135,Alabama,"Excel, Alabama","https://en.wikipedia.org/wiki/Excel,_Alabama",C,1166067942
136,Alabama,"Fairfield, Alabama","https://en.wikipedia.org/wiki/Fairfield,_Alabama",C,1177239572
137,Alabama,"Fairhope, Alabama","https://en.wikipedia.org/wiki/Fairhope,_Alabama",C,1173963070
138,Alabama,"Fairview, Alabama","https://en.wikipedia.org/wiki/Fairview,_Alabama",C,1166068021
139,Alabama,"Falkville, Alabama","https://en.wikipedia.org/wiki/Falkville,_Alabama",GA,1166068054
140,Alabama,"Faunsdale, Alabama","https://en.wikipedia.org/wiki/Faunsdale,_Alabama",GA,1167428050
141,Alabama,"Fayette, Alabama","https://en.wikipedia.org/wiki/Fayette,_Alabama",C,1142947111
142,Alabama,"Five Points, Alabama","https://en.wikipedia.org/wiki/Five_Points,_Alabama",C,1166068289
143,Alabama,"Flomaton, Alabama","https://en.wikipedia.org/wiki/Flomaton,_Alabama",C,1166244039
144,Alabama,"Florala, Alabama","https://en.wikipedia.org/wiki/Florala,_Alabama",C,1166068321
145,Alabama,"Florence, Alabama","https://en.wikipedia.org/wiki/Florence,_Alabama",C,1178304592
146,Alabama,"Foley, Alabama","https://en.wikipedia.org/wiki/Foley,_Alabama",C,1166414056
147,Alabama,"Forkland, Alabama","https://en.wikipedia.org/wiki/Forkland,_Alabama",C,1166068466
148,Alabama,"Fort Deposit, Alabama","https://en.wikipedia.org/wiki/Fort_Deposit,_Alabama",C,1177020476
149,Alabama,"Fort Payne, Alabama","https://en.wikipedia.org/wiki/Fort_Payne,_Alabama",GA,1172551841
150,Alabama,"Franklin, Alabama","https://en.wikipedia.org/wiki/Franklin,_Alabama",GA,1166068620
151,Alabama,"Frisco City, Alabama","https://en.wikipedia.org/wiki/Frisco_City,_Alabama",C,1166068863
152,Alabama,"Fruithurst, Alabama","https://en.wikipedia.org/wiki/Fruithurst,_Alabama",Start,1166068877
153,Alabama,"Fulton, Alabama","https://en.wikipedia.org/wiki/Fulton,_Alabama",Start,1166068885
154,Alabama,"Fultondale, Alabama","https://en.wikipedia.org/wiki/Fultondale,_Alabama",C,1165840932
155,Alabama,"Fyffe, Alabama","https://en.wikipedia.org/wiki/Fyffe,_Alabama",C,1160192215
156,Alabama,"Gadsden, Alabama","https://en.wikipedia.org/wiki/Gadsden,_Alabama",C,1177146243
157,Alabama,"Gainesville, Alabama","https://en.wikipedia.org/wiki/Gainesville,_Alabama",C,1166068936
158,Alabama,"Gantt, Alabama","https://en.wikipedia.org/wiki/Gantt,_Alabama",Start,1166068957
159,Alabama,"Garden City, Alabama","https://en.wikipedia.org/wiki/Garden_City,_Alabama",C,1166068968
160,Alabama,"Gardendale, Alabama","https://en.wikipedia.org/wiki/Gardendale,_Alabama",C,1175530987
161,Alabama,"Gaylesville, Alabama","https://en.wikipedia.org/wiki/Gaylesville,_Alabama",C,1166069113
162,Alabama,"Geiger, Alabama","https://en.wikipedia.org/wiki/Geiger,_Alabama",Start,1166069121
163,Alabama,"Geneva, Alabama","https://en.wikipedia.org/wiki/Geneva,_Alabama",C,1165747810
164,Alabama,"Georgiana, Alabama","https://en.wikipedia.org/wiki/Georgiana,_Alabama",Start,1178540000
165,Alabama,"Geraldine, Alabama","https://en.wikipedia.org/wiki/Geraldine,_Alabama",C,1166069211
166,Alabama,"Gilbertown, Alabama","https://en.wikipedia.org/wiki/Gilbertown,_Alabama",C,1166069407
167,Alabama,"Glen Allen, Alabama","https://en.wikipedia.org/wiki/Glen_Allen,_Alabama",C,1166069457
168,Alabama,"Glencoe, Alabama","https://en.wikipedia.org/wiki/Glencoe,_Alabama",C,1165748058
169,Alabama,"Glenwood, Alabama","https://en.wikipedia.org/wiki/Glenwood,_Alabama",Start,1096814086
170,Alabama,"Goldville, Alabama","https://en.wikipedia.org/wiki/Goldville,_Alabama",Start,1177535939
171,Alabama,"Good Hope, Alabama","https://en.wikipedia.org/wiki/Good_Hope,_Alabama",C,1165748200
172,Alabama,"Goodwater, Alabama","https://en.wikipedia.org/wiki/Goodwater,_Alabama",C,1166069571
173,Alabama,"Gordo, Alabama","https://en.wikipedia.org/wiki/Gordo,_Alabama",C,1176908359
174,Alabama,"Gordon, Alabama","https://en.wikipedia.org/wiki/Gordon,_Alabama",C,1166069580
175,Alabama,"Gordonville, Alabama","https://en.wikipedia.org/wiki/Gordonville,_Alabama",C,1166069594
176,Alabama,"Goshen, Alabama","https://en.wikipedia.org/wiki/Goshen,_Alabama",C,1166069601
177,Alabama,"Grant, Alabama","https://en.wikipedia.org/wiki/Grant,_Alabama",GA,1166069728
178,Alabama,"Graysville, Alabama","https://en.wikipedia.org/wiki/Graysville,_Alabama",C,1177622200
179,Alabama,"Greensboro, Alabama","https://en.wikipedia.org/wiki/Greensboro,_Alabama",C,1172134373
180,Alabama,"Greenville, Alabama","https://en.wikipedia.org/wiki/Greenville,_Alabama",C,1171417115
181,Alabama,"Grimes, Alabama","https://en.wikipedia.org/wiki/Grimes,_Alabama",Start,1166180119
182,Alabama,"Grove Hill, Alabama","https://en.wikipedia.org/wiki/Grove_Hill,_Alabama",C,1144754911
183,Alabama,"Guin, Alabama","https://en.wikipedia.org/wiki/Guin,_Alabama",C,1173001379
184,Alabama,"Gulf Shores, Alabama","https://en.wikipedia.org/wiki/Gulf_Shores,_Alabama",C,1174473447
185,Alabama,"Guntersville, Alabama","https://en.wikipedia.org/wiki/Guntersville,_Alabama",C,1169878221
186,Alabama,"Gurley, Alabama","https://en.wikipedia.org/wiki/Gurley,_Alabama",C,1173078483
187,Alabama,"Gu-Win, Alabama","https://en.wikipedia.org/wiki/Gu-Win,_Alabama",C,1175521277
188,Alabama,"Hackleburg, Alabama","https://en.wikipedia.org/wiki/Hackleburg,_Alabama",GA,1167581471
189,Alabama,"Haleburg, Alabama","https://en.wikipedia.org/wiki/Haleburg,_Alabama",C,1166180281
190,Alabama,"Haleyville, Alabama","https://en.wikipedia.org/wiki/Haleyville,_Alabama",GA,1168590141
191,Alabama,"Hamilton, Alabama","https://en.wikipedia.org/wiki/Hamilton,_Alabama",C,1170634832
192,Alabama,"Hammondville, Alabama","https://en.wikipedia.org/wiki/Hammondville,_Alabama",C,1166180369
193,Alabama,"Hanceville, Alabama","https://en.wikipedia.org/wiki/Hanceville,_Alabama",C,1169612470
194,Alabama,"Harpersville, Alabama","https://en.wikipedia.org/wiki/Harpersville,_Alabama",C,1177953234
195,Alabama,"Hartford, Alabama","https://en.wikipedia.org/wiki/Hartford,_Alabama",C,1165749307
196,Alabama,"Hartselle, Alabama","https://en.wikipedia.org/wiki/Hartselle,_Alabama",C,1165749341
197,Alabama,"Hayden, Alabama","https://en.wikipedia.org/wiki/Hayden,_Alabama",C,1166180747
198,Alabama,"Hayneville, Alabama","https://en.wikipedia.org/wiki/Hayneville,_Alabama",C,1166180764
199,Alabama,"Headland, Alabama","https://en.wikipedia.org/wiki/Headland,_Alabama",C,1168369252
200,Alabama,"Heath, Alabama","https://en.wikipedia.org/wiki/Heath,_Alabama",Start,1166180800
201,Alabama,"Heflin, Alabama","https://en.wikipedia.org/wiki/Heflin,_Alabama",C,1176321971
202,Alabama,"Helena, Alabama","https://en.wikipedia.org/wiki/Helena,_Alabama",C,1177702091
203,Alabama,"Henagar, Alabama","https://en.wikipedia.org/wiki/Henagar,_Alabama",C,1165749718
204,Alabama,"Highland Lake, Alabama","https://en.wikipedia.org/wiki/Highland_Lake,_Alabama",Start,1166180993
205,Alabama,"Hillsboro, Alabama","https://en.wikipedia.org/wiki/Hillsboro,_Alabama",C,1166181055
206,Alabama,"Hobson City, Alabama","https://en.wikipedia.org/wiki/Hobson_City,_Alabama",C,1166181157
207,Alabama,"Hodges, Alabama","https://en.wikipedia.org/wiki/Hodges,_Alabama",C,1166181162
208,Alabama,"Hokes Bluff, Alabama","https://en.wikipedia.org/wiki/Hokes_Bluff,_Alabama",C,1165750177
209,Alabama,"Holly Pond, Alabama","https://en.wikipedia.org/wiki/Holly_Pond,_Alabama",C,1166181271
210,Alabama,"Hollywood, Alabama","https://en.wikipedia.org/wiki/Hollywood,_Alabama",C,1166181286
211,Alabama,"Homewood, Alabama","https://en.wikipedia.org/wiki/Homewood,_Alabama",GA,1177622299
212,Alabama,"Hoover, Alabama","https://en.wikipedia.org/wiki/Hoover,_Alabama",C,1177622412
213,Alabama,"Horn Hill, Alabama","https://en.wikipedia.org/wiki/Horn_Hill,_Alabama",Start,1166181398
214,Alabama,"Hueytown, Alabama","https://en.wikipedia.org/wiki/Hueytown,_Alabama",C,1177622536
215,Alabama,"Huntsville, Alabama","https://en.wikipedia.org/wiki/Huntsville,_Alabama",FA,1179363035
216,Alabama,"Hurtsboro, Alabama","https://en.wikipedia.org/wiki/Hurtsboro,_Alabama",C,1096814754
217,Alabama,"Hytop, Alabama","https://en.wikipedia.org/wiki/Hytop,_Alabama",Start,1166181602
218,Alabama,"Ider, Alabama","https://en.wikipedia.org/wiki/Ider,_Alabama",C,1166181612
219,Alabama,"Indian Springs Village, Alabama","https://en.wikipedia.org/wiki/Indian_Springs_Village,_Alabama",C,1166181665
220,Alabama,"Irondale, Alabama","https://en.wikipedia.org/wiki/Irondale,_Alabama",C,1169440818
221,Alabama,"Jackson, Alabama","https://en.wikipedia.org/wiki/Jackson,_Alabama",C,1165750992
222,Alabama,"Jackson's Gap, Alabama","https://en.wikipedia.org/wiki/Jackson's_Gap,_Alabama",Start,1166181798
223,Alabama,"Jacksonville, Alabama","https://en.wikipedia.org/wiki/Jacksonville,_Alabama",C,1175988040
224,Alabama,"Jasper, Alabama","https://en.wikipedia.org/wiki/Jasper,_Alabama",C,1174380579
225,Alabama,"Jemison, Alabama","https://en.wikipedia.org/wiki/Jemison,_Alabama",C,1165751151
226,Alabama,"Kansas, Alabama","https://en.wikipedia.org/wiki/Kansas,_Alabama",Start,1166182143
227,Alabama,"Kellyton, Alabama","https://en.wikipedia.org/wiki/Kellyton,_Alabama",Stub,1166182186
228,Alabama,"Kennedy, Alabama","https://en.wikipedia.org/wiki/Kennedy,_Alabama",Start,1166182247
229,Alabama,"Killen, Alabama","https://en.wikipedia.org/wiki/Killen,_Alabama",C,1166182386
230,Alabama,"Kimberly, Alabama","https://en.wikipedia.org/wiki/Kimberly,_Alabama",C,1177622633
231,Alabama,"Kinsey, Alabama","https://en.wikipedia.org/wiki/Kinsey,_Alabama",C,1166182487
232,Alabama,"Kinston, Alabama","https://en.wikipedia.org/wiki/Kinston,_Alabama",C,1166182489
233,Alabama,"LaFayette, Alabama","https://en.wikipedia.org/wiki/LaFayette,_Alabama",C,1165752571
234,Alabama,"Lake View, Alabama","https://en.wikipedia.org/wiki/Lake_View,_Alabama",C,1170831381
235,Alabama,"Lakeview, Alabama","https://en.wikipedia.org/wiki/Lakeview,_Alabama",Start,1166205391
236,Alabama,"Lanett, Alabama","https://en.wikipedia.org/wiki/Lanett,_Alabama",C,1165889187
237,Alabama,"Langston, Alabama","https://en.wikipedia.org/wiki/Langston,_Alabama",C,1171521067
238,Alabama,"Leeds, Alabama","https://en.wikipedia.org/wiki/Leeds,_Alabama",C,1179531175
239,Alabama,"Leesburg, Alabama","https://en.wikipedia.org/wiki/Leesburg,_Alabama",C,1166205728
240,Alabama,"Leighton, Alabama","https://en.wikipedia.org/wiki/Leighton,_Alabama",C,1148926606
241,Alabama,"Lester, Alabama","https://en.wikipedia.org/wiki/Lester,_Alabama",Start,1166205815
242,Alabama,"Level Plains, Alabama","https://en.wikipedia.org/wiki/Level_Plains,_Alabama",Start,1165890044
243,Alabama,"Lexington, Alabama","https://en.wikipedia.org/wiki/Lexington,_Alabama",Start,1166205880
244,Alabama,"Libertyville, Alabama","https://en.wikipedia.org/wiki/Libertyville,_Alabama",Start,1166205930
245,Alabama,"Lincoln, Alabama","https://en.wikipedia.org/wiki/Lincoln,_Alabama",C,1165890317
246,Alabama,"Linden, Alabama","https://en.wikipedia.org/wiki/Linden,_Alabama",GA,1170891816
247,Alabama,"Lineville, Alabama","https://en.wikipedia.org/wiki/Lineville,_Alabama",GA,1165890459
248,Alabama,"Lipscomb, Alabama","https://en.wikipedia.org/wiki/Lipscomb,_Alabama",C,1177622747
249,Alabama,"Lisman, Alabama","https://en.wikipedia.org/wiki/Lisman,_Alabama",C,1166206088
250,Alabama,"Littleville, Alabama","https://en.wikipedia.org/wiki/Littleville,_Alabama",Start,1166206172
251,Alabama,"Livingston, Alabama","https://en.wikipedia.org/wiki/Livingston,_Alabama",C,1165891122
252,Alabama,"Loachapoka, Alabama","https://en.wikipedia.org/wiki/Loachapoka,_Alabama",C,1166206211
253,Alabama,"Lockhart, Alabama","https://en.wikipedia.org/wiki/Lockhart,_Alabama",C,1166206220
254,Alabama,"Locust Fork, Alabama","https://en.wikipedia.org/wiki/Locust_Fork,_Alabama",C,1173287337
255,Alabama,"Louisville, Alabama","https://en.wikipedia.org/wiki/Louisville,_Alabama",Start,1166206343
256,Alabama,"Lowndesboro, Alabama","https://en.wikipedia.org/wiki/Lowndesboro,_Alabama",C,1166206408
257,Alabama,"Loxley, Alabama","https://en.wikipedia.org/wiki/Loxley,_Alabama",C,1170361974
258,Alabama,"Luverne, Alabama","https://en.wikipedia.org/wiki/Luverne,_Alabama",C,1173068585
259,Alabama,"Lynn, Alabama","https://en.wikipedia.org/wiki/Lynn,_Alabama",Start,1166206561
