,Unnamed: 0,state,article_title,url,article_quality,revision_id,state_population,region,regional_division,region_population
109,109,Alabama,"Decatur, Alabama","https://en.wikipedia.org/wiki/Decatur,_Alabama",C,1178063438,5074296,South,East South Central,19578002
110,110,Alabama,"Demopolis, Alabama","https://en.wikipedia.org/wiki/Demopolis,_Alabama",B,1161394946,5074296,South,East South Central,19578002
111,111,Alabama,"Detroit, Alabama","https://en.wikipedia.org/wiki/Detroit,_Alabama",Start,1166066756,5074296,South,East South Central,19578002
112,112,Alabama,"Dodge City, Alabama","https://en.wikipedia.org/wiki/Dodge_City,_Alabama",Start,1166066982,5074296,South,East South Central,19578002
113,113,Alabama,"Dora, Alabama","https://en.wikipedia.org/wiki/Dora,_Alabama",C,1165647022,5074296,South,East South Central,19578002
114,114,Alabama,"Dothan, Alabama","https://en.wikipedia.org/wiki/Dothan,_Alabama",B,1179231968,5074296,South,East South Central,19578002
115,115,Alabama,"Double Springs, Alabama","https://en.wikipedia.org/wiki/Double_Springs,_Alabama",C,1159024876,5074296,South,East South Central,19578002
116,116,Alabama,"Douglas, Alabama","https://en.wikipedia.org/wiki/Douglas,_Alabama",GA,1166067023,5074296,South,East South Central,19578002
117,117,Alabama,"Dozier, Alabama","https://en.wikipedia.org/wiki/Dozier,_Alabama",Start,1096813187,5074296,South,East South Central,19578002
118,118,Alabama,"Dutton, Alabama","https://en.wikipedia.org/wiki/Dutton,_Alabama",C,1166067175,5074296,South,East South Central,19578002
119,119,Alabama,"East Brewton, Alabama","https://en.wikipedia.org/wiki/East_Brewton,_Alabama",C,1165647609,5074296,South,East South Central,19578002
120,120,Alabama,"Eclectic, Alabama","https://en.wikipedia.org/wiki/Eclectic,_Alabama",C,1145048302,5074296,South,East South Central,19578002
121,121,Alabama,"Edwardsville, Alabama","https://en.wikipedia.org/wiki/Edwardsville,_Alabama",C,1166067508,5074296,South,East South Central,19578002
122,122,Alabama,"Elba, Alabama","https://en.wikipedia.org/wiki/Elba,_Alabama",C,1163400900,5074296,South,East South Central,19578002
123,123,Alabama,"Elberta, Alabama","https://en.wikipedia.org/wiki/Elberta,_Alabama",C,1175895043,5074296,South,East South Central,19578002
124,124,Alabama,"Eldridge, Alabama","https://en.wikipedia.org/wiki/Eldridge,_Alabama",Start,1178177223,5074296,South,East South Central,19578002
125,125,Alabama,"Elkmont, Alabama","https://en.wikipedia.org/wiki/Elkmont,_Alabama",C,1176555126,5074296,South,East South Central,19578002
126,126,Alabama,"Elmore, Alabama","https://en.wikipedia.org/wiki/Elmore,_Alabama",C,1166067658,5074296,South,East South Central,19578002
127,127,Alabama,"Emelle, Alabama","https://en.wikipedia.org/wiki/Emelle,_Alabama",C,1158753175,5074296,South,East South Central,19578002
128,128,Alabama,"Enterprise, Alabama","https://en.wikipedia.org/wiki/Enterprise,_Alabama",C,1160273773,5074296,South,East South Central,19578002
129,129,Alabama,"Epes, Alabama","https://en.wikipedia.org/wiki/Epes,_Alabama",C,1166067751,5074296,South,East South Central,19578002
130,130,Alabama,"Ethelsville, Alabama","https://en.wikipedia.org/wiki/Ethelsville,_Alabama",Start,1166067848,5074296,South,East South Central,19578002
131,131,Alabama,"Eufaula, Alabama","https://en.wikipedia.org/wiki/Eufaula,_Alabama",GA,1160493671,5074296,South,East South Central,19578002
132,132,Alabama,"Eutaw, Alabama","https://en.wikipedia.org/wiki/Eutaw,_Alabama",C,1158611853,5074296,South,East South Central,19578002
133,133,Alabama,"Eva, Alabama","https://en.wikipedia.org/wiki/Eva,_Alabama",GA,1166067877,5074296,South,East South Central,19578002
134,134,Alabama,"Evergreen, Conecuh County, Alabama","https://en.wikipedia.org/wiki/Evergreen,_Conecuh_County,_Alabama",C,1158611789,5074296,South,East South Central,19578002
135,135,Alabama,"Excel, Alabama","https://en.wikipedia.org/wiki/Excel,_Alabama",C,1166067942,5074296,South,East South Central,19578002
136,136,Alabama,"Fairfield, Alabama","https://en.wikipedia.org/wiki/Fairfield,_Alabama",C,1177239572,5074296,South,East South Central,19578002
137,137,Alabama,"Fairhope, Alabama","https://en.wikipedia.org/wiki/Fairhope,_Alabama",C,1173963070,5074296,South,East South Central,19578002
138,138,Alabama,"Fairview, Alabama","https://en.wikipedia.org/wiki/Fairview,_Alabama",C,1166068021,5074296,South,East South Central,19578002
139,139,Alabama,"Falkville, Alabama","https://en.wikipedia.org/wiki/Falkville,_Alabama",GA,1166068054,5074296,South,East South Central,19578002
140,140,Alabama,"Faunsdale, Alabama","https://en.wikipedia.org/wiki/Faunsdale,_Alabama",GA,1167428050,5074296,South,East South Central,19578002
141,141,Alabama,"Fayette, Alabama","https://en.wikipedia.org/wiki/Fayette,_Alabama",C,1142947111,5074296,South,East South Central,19578002
142,142,Alabama,"Five Points, Alabama","https://en.wikipedia.org/wiki/Five_Points,_Alabama",C,1166068289,5074296,South,East South Central,19578002
143,143,Alabama,"Flomaton, Alabama","https://en.wikipedia.org/wiki/Flomaton,_Alabama",C,1166244039,5074296,South,East South Central,19578002
144,144,Alabama,"Florala, Alabama","https://en.wikipedia.org/wiki/Florala,_Alabama",C,1166068321,5074296,South,East South Central,19578002
145,145,Alabama,"Florence, Alabama","https://en.wikipedia.org/wiki/Florence,_Alabama",C,1178304592,5074296,South,East South Central,19578002
146,146,Alabama,"Foley, Alabama","https://en.wikipedia.org/wiki/Foley,_Alabama",C,1166414056,5074296,South,East South Central,19578002
147,147,Alabama,"Forkland, Alabama","https://en.wikipedia.org/wiki/Forkland,_Alabama",C,1166068466,5074296,South,East South Central,19578002
148,148,Alabama,"Fort Deposit, Alabama","https://en.wikipedia.org/wiki/Fort_Deposit,_Alabama",C,1177020476,5074296,South,East South Central,19578002
149,149,Alabama,"Fort Payne, Alabama","https://en.wikipedia.org/wiki/Fort_Payne,_Alabama",GA,1172551841,5074296,South,East South Central,19578002
150,150,Alabama,"Franklin, Alabama","https://en.wikipedia.org/wiki/Franklin,_Alabama",GA,1166068620,5074296,South,East South Central,19578002
151,151,Alabama,"Frisco City, Alabama","https://en.wikipedia.org/wiki/Frisco_City,_Alabama",C,1166068863,5074296,South,East South Central,19578002
152,152,Alabama,"Fruithurst, Alabama","https://en.wikipedia.org/wiki/Fruithurst,_Alabama",Start,1166068877,5074296,South,East South Central,19578002
153,153,Alabama,"Fulton, Alabama","https://en.wikipedia.org/wiki/Fulton,_Alabama",Start,1166068885,5074296,South,East South Central,19578002
154,154,Alabama,"Fultondale, Alabama","https://en.wikipedia.org/wiki/Fultondale,_Alabama",C,1165840932,5074296,South,East South Central,19578002
155,155,Alabama,"Fyffe, Alabama","https://en.wikipedia.org/wiki/Fyffe,_Alabama",C,1160192215,5074296,South,East South Central,19578002
156,156,Alabama,"Gadsden, Alabama","https://en.wikipedia.org/wiki/Gadsden,_Alabama",C,1177146243,5074296,South,East South Central,19578002
157,157,Alabama,"Gainesville, Alabama","https://en.wikipedia.org/wiki/Gainesville,_Alabama",C,1166068936,5074296,South,East South Central,19578002
158,158,Alabama,"Gantt, Alabama","https://en.wikipedia.org/wiki/Gantt,_Alabama",Start,1166068957,5074296,South,East South Central,19578002
159,159,Alabama,"Garden City, Alabama","https://en.wikipedia.org/wiki/Garden_City,_Alabama",C,1166068968,5074296,South,East South Central,19578002
160,160,Alabama,"Gardendale, Alabama","https://en.wikipedia.org/wiki/Gardendale,_Alabama",C,1175530987,5074296,South,East South Central,19578002
161,161,Alabama,"Gaylesville, Alabama","https://en.wikipedia.org/wiki/Gaylesville,_Alabama",C,1166069113,5074296,South,East South Central,19578002
162,162,Alabama,"Geiger, Alabama","https://en.wikipedia.org/wiki/Geiger,_Alabama",Start,1166069121,5074296,South,East South Central,19578002
163,163,Alabama,"Geneva, Alabama","https://en.wikipedia.org/wiki/Geneva,_Alabama",C,1165747810,5074296,South,East South Central,19578002
164,164,Alabama,"Georgiana, Alabama","https://en.wikipedia.org/wiki/Georgiana,_Alabama",Start,1178540000,5074296,South,East South Central,19578002
165,165,Alabama,"Geraldine, Alabama","https://en.wikipedia.org/wiki/Geraldine,_Alabama",C,1166069211,5074296,South,East South Central,19578002
166,166,Alabama,"Gilbertown, Alabama","https://en.wikipedia.org/wiki/Gilbertown,_Alabama",C,1166069407,5074296,South,East South Central,19578002
167,167,Alabama,"Glen Allen, Alabama","https://en.wikipedia.org/wiki/Glen_Allen,_Alabama",C,1166069457,5074296,South,East South Central,19578002
168,168,Alabama,"Glencoe, Alabama","https://en.wikipedia.org/wiki/Glencoe,_Alabama",C,1165748058,5074296,South,East South Central,19578002
169,169,Alabama,"Glenwood, Alabama","https://en.wikipedia.org/wiki/Glenwood,_Alabama",Start,1096814086,5074296,South,East South Central,19578002
170,170,Alabama,"Goldville, Alabama","https://en.wikipedia.org/wiki/Goldville,_Alabama",Start,1177535939,5074296,South,East South Central,19578002
171,171,Alabama,"Good Hope, Alabama","https://en.wikipedia.org/wiki/Good_Hope,_Alabama",C,1165748200,5074296,South,East South Central,19578002
172,172,Alabama,"Goodwater, Alabama","https://en.wikipedia.org/wiki/Goodwater,_Alabama",C,1166069571,5074296,South,East South Central,19578002
173,173,Alabama,"Gordo, Alabama","https://en.wikipedia.org/wiki/Gordo,_Alabama",C,1176908359,5074296,South,East South Central,19578002
174,174,Alabama,"Gordon, Alabama","https://en.wikipedia.org/wiki/Gordon,_Alabama",C,1166069580,5074296,South,East South Central,19578002
175,175,Alabama,"Gordonville, Alabama","https://en.wikipedia.org/wiki/Gordonville,_Alabama",C,1166069594,5074296,South,East South Central,19578002
176,176,Alabama,"Goshen, Alabama","https://en.wikipedia.org/wiki/Goshen,_Alabama",C,1166069601,5074296,South,East South Central,19578002
177,177,Alabama,"Grant, Alabama","https://en.wikipedia.org/wiki/Grant,_Alabama",GA,1166069728,5074296,South,East South Central,19578002
178,178,Alabama,"Graysville, Alabama","https://en.wikipedia.org/wiki/Graysville,_Alabama",C,1177622200,5074296,South,East South Central,19578002
179,179,Alabama,"Greensboro, Alabama","https://en.wikipedia.org/wiki/Greensboro,_Alabama",C,1172134373,5074296,South,East South Central,19578002
180,180,Alabama,"Greenville, Alabama","https://en.wikipedia.org/wiki/Greenville,_Alabama",C,1171417115,5074296,South,East South Central,19578002
181,181,Alabama,"Grimes, Alabama","https://en.wikipedia.org/wiki/Grimes,_Alabama",Start,1166180119,5074296,South,East South Central,19578002
182,182,Alabama,"Grove Hill, Alabama","https://en.wikipedia.org/wiki/Grove_Hill,_Alabama",C,1144754911,5074296,South,East South Central,19578002
183,183,Alabama,"Guin, Alabama","https://en.wikipedia.org/wiki/Guin,_Alabama",C,1173001379,5074296,South,East South Central,19578002
184,184,Alabama,"Gulf Shores, Alabama","https://en.wikipedia.org/wiki/Gulf_Shores,_Alabama",C,1174473447,5074296,South,East South Central,19578002
185,185,Alabama,"Guntersville, Alabama","https://en.wikipedia.org/wiki/Guntersville,_Alabama",C,1169878221,5074296,South,East South Central,19578002
186,186,Alabama,"Gurley, Alabama","https://en.wikipedia.org/wiki/Gurley,_Alabama",C,1173078483,5074296,South,East South Central,19578002
187,187,Alabama,"Gu-Win, Alabama","https://en.wikipedia.org/wiki/Gu-Win,_Alabama",C,1175521277,5074296,South,East South Central,19578002
188,188,Alabama,"Hackleburg, Alabama","https://en.wikipedia.org/wiki/Hackleburg,_Alabama",GA,1167581471,5074296,South,East South Central,19578002
189,189,Alabama,"Haleburg, Alabama","https://en.wikipedia.org/wiki/Haleburg,_Alabama",C,1166180281,5074296,South,East South Central,19578002
190,190,Alabama,"Haleyville, Alabama","https://en.wikipedia.org/wiki/Haleyville,_Alabama",GA,1168590141,5074296,South,East South Central,19578002
191,191,Alabama,"Hamilton, Alabama","https://en.wikipedia.org/wiki/Hamilton,_Alabama",C,1170634832,5074296,South,East South Central,19578002
192,192,Alabama,"Hammondville, Alabama","https://en.wikipedia.org/wiki/Hammondville,_Alabama",C,1166180369,5074296,South,East South Central,19578002
193,193,Alabama,"Hanceville, Alabama","https://en.wikipedia.org/wiki/Hanceville,_Alabama",C,1169612470,5074296,South,East South Central,19578002
194,194,Alabama,"Harpersville, Alabama","https://en.wikipedia.org/wiki/Harpersville,_Alabama",C,1177953234,5074296,South,East South Central,19578002
195,195,Alabama,"Hartford, Alabama","https://en.wikipedia.org/wiki/Hartford,_Alabama",C,1165749307,5074296,South,East South Central,19578002
